subject_id,workflow_id,task,reducer,data.value,data.aggregation_version
58642605,17772,T1,dropdown_reducer,[{'7df24e749bb17': 4}],3.4.5
58642605,17772,T7,dropdown_reducer,[{'49ee5b7efe63c': 4}],3.4.5
58642605,17772,T13,dropdown_reducer,[{'c4b45b5a80482': 3}],3.4.5
58642605,17772,T19,dropdown_reducer,[{'29902756f9508': 3}],3.4.5
58642605,17772,T25,dropdown_reducer,,3.4.5
58642605,17772,T31,dropdown_reducer,,3.4.5
58642605,17772,T37,dropdown_reducer,,3.4.5
58642605,17772,T43,dropdown_reducer,,3.4.5
58642605,17772,T49,dropdown_reducer,,3.4.5
58642605,17772,T55,dropdown_reducer,,3.4.5
58642605,17772,T61,dropdown_reducer,,3.4.5
58642605,17772,T67,dropdown_reducer,,3.4.5
58642605,17772,T73,dropdown_reducer,,3.4.5
58642605,17772,T79,dropdown_reducer,,3.4.5
58642606,17772,T1,dropdown_reducer,[{'7df24e749bb17': 4}],3.4.5
58642606,17772,T7,dropdown_reducer,[{'49ee5b7efe63c': 4}],3.4.5
58642606,17772,T13,dropdown_reducer,[{'c4b45b5a80482': 4}],3.4.5
58642606,17772,T19,dropdown_reducer,[{'29902756f9508': 4}],3.4.5
58642606,17772,T25,dropdown_reducer,,3.4.5
58642606,17772,T31,dropdown_reducer,,3.4.5
58642606,17772,T37,dropdown_reducer,,3.4.5
58642606,17772,T43,dropdown_reducer,,3.4.5
58642606,17772,T49,dropdown_reducer,,3.4.5
58642606,17772,T55,dropdown_reducer,,3.4.5
58642606,17772,T61,dropdown_reducer,,3.4.5
58642606,17772,T67,dropdown_reducer,,3.4.5
58642606,17772,T73,dropdown_reducer,,3.4.5
58642606,17772,T79,dropdown_reducer,,3.4.5
58642607,17772,T1,dropdown_reducer,,3.4.5
58642607,17772,T7,dropdown_reducer,,3.4.5
58642607,17772,T13,dropdown_reducer,,3.4.5
58642607,17772,T19,dropdown_reducer,,3.4.5
58642607,17772,T25,dropdown_reducer,,3.4.5
58642607,17772,T31,dropdown_reducer,,3.4.5
58642607,17772,T37,dropdown_reducer,,3.4.5
58642607,17772,T43,dropdown_reducer,,3.4.5
58642607,17772,T49,dropdown_reducer,,3.4.5
58642607,17772,T55,dropdown_reducer,,3.4.5
58642607,17772,T61,dropdown_reducer,,3.4.5
58642607,17772,T67,dropdown_reducer,,3.4.5
58642607,17772,T73,dropdown_reducer,,3.4.5
58642607,17772,T79,dropdown_reducer,,3.4.5
58642608,17772,T1,dropdown_reducer,,3.4.5
58642608,17772,T7,dropdown_reducer,,3.4.5
58642608,17772,T13,dropdown_reducer,,3.4.5
58642608,17772,T19,dropdown_reducer,,3.4.5
58642608,17772,T25,dropdown_reducer,,3.4.5
58642608,17772,T31,dropdown_reducer,,3.4.5
58642608,17772,T37,dropdown_reducer,,3.4.5
58642608,17772,T43,dropdown_reducer,,3.4.5
58642608,17772,T49,dropdown_reducer,,3.4.5
58642608,17772,T55,dropdown_reducer,,3.4.5
58642608,17772,T61,dropdown_reducer,,3.4.5
58642608,17772,T67,dropdown_reducer,,3.4.5
58642608,17772,T73,dropdown_reducer,,3.4.5
58642608,17772,T79,dropdown_reducer,,3.4.5
58642609,17772,T1,dropdown_reducer,,3.4.5
58642609,17772,T7,dropdown_reducer,,3.4.5
58642609,17772,T13,dropdown_reducer,,3.4.5
58642609,17772,T19,dropdown_reducer,,3.4.5
58642609,17772,T25,dropdown_reducer,,3.4.5
58642609,17772,T31,dropdown_reducer,,3.4.5
58642609,17772,T37,dropdown_reducer,,3.4.5
58642609,17772,T43,dropdown_reducer,,3.4.5
58642609,17772,T49,dropdown_reducer,,3.4.5
58642609,17772,T55,dropdown_reducer,,3.4.5
58642609,17772,T61,dropdown_reducer,,3.4.5
58642609,17772,T67,dropdown_reducer,,3.4.5
58642609,17772,T73,dropdown_reducer,,3.4.5
58642609,17772,T79,dropdown_reducer,,3.4.5
58642610,17772,T1,dropdown_reducer,,3.4.5
58642610,17772,T7,dropdown_reducer,,3.4.5
58642610,17772,T13,dropdown_reducer,,3.4.5
58642610,17772,T19,dropdown_reducer,,3.4.5
58642610,17772,T25,dropdown_reducer,,3.4.5
58642610,17772,T31,dropdown_reducer,,3.4.5
58642610,17772,T37,dropdown_reducer,,3.4.5
58642610,17772,T43,dropdown_reducer,,3.4.5
58642610,17772,T49,dropdown_reducer,,3.4.5
58642610,17772,T55,dropdown_reducer,,3.4.5
58642610,17772,T61,dropdown_reducer,,3.4.5
58642610,17772,T67,dropdown_reducer,,3.4.5
58642610,17772,T73,dropdown_reducer,,3.4.5
58642610,17772,T79,dropdown_reducer,,3.4.5
58642611,17772,T1,dropdown_reducer,[{'2ff4544f62747': 1}],3.4.5
58642611,17772,T7,dropdown_reducer,,3.4.5
58642611,17772,T13,dropdown_reducer,,3.4.5
58642611,17772,T19,dropdown_reducer,,3.4.5
58642611,17772,T25,dropdown_reducer,,3.4.5
58642611,17772,T31,dropdown_reducer,,3.4.5
58642611,17772,T37,dropdown_reducer,,3.4.5
58642611,17772,T43,dropdown_reducer,,3.4.5
58642611,17772,T49,dropdown_reducer,,3.4.5
58642611,17772,T55,dropdown_reducer,,3.4.5
58642611,17772,T61,dropdown_reducer,,3.4.5
58642611,17772,T67,dropdown_reducer,,3.4.5
58642611,17772,T73,dropdown_reducer,,3.4.5
58642611,17772,T79,dropdown_reducer,,3.4.5
58642612,17772,T1,dropdown_reducer,[{'7df24e749bb17': 4}],3.4.5
58642612,17772,T7,dropdown_reducer,[{'49ee5b7efe63c': 4}],3.4.5
