subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
82937306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Crockery_FISHc_30.jpeg,,17985,T8,Additional Species – Game,,,,
82937306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Crockery_FISHc_30.jpeg,,17985,T9,Additional Species – Coarse,,,,
82937306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Crockery_FISHc_30.jpeg,,17985,T10,Additional Species – Forage,,,,
82937306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Crockery_FISHc_30.jpeg,,17985,T11,Additional Species – Obnoxious,,,,
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17985,T8,Additional Species – Game,,,,
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17985,T9,Additional Species – Coarse,,,,
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17985,T10,Additional Species – Forage,,,,
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17985,T11,Additional Species – Obnoxious,,,,
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17985,T8,Additional Species – Game,,,,
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17985,T9,Additional Species – Coarse,,,,
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17985,T10,Additional Species – Forage,,,,
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17985,T11,Additional Species – Obnoxious,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17985,T8,Additional Species – Game,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17985,T9,Additional Species – Coarse,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17985,T10,Additional Species – Forage,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17985,T11,Additional Species – Obnoxious,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17985,T8,Additional Species – Game,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17985,T9,Additional Species – Coarse,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17985,T10,Additional Species – Forage,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17985,T11,Additional Species – Obnoxious,,,,
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17985,T8,Additional Species – Game,,,,
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17985,T9,Additional Species – Coarse,,,,
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17985,T10,Additional Species – Forage,,,,
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17985,T11,Additional Species – Obnoxious,,,,
82937345,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,17985,T8,Additional Species – Game,,,,
82937345,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,17985,T9,Additional Species – Coarse,,,,
82937345,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,17985,T10,Additional Species – Forage,"[['Menona', 'Menona'], ['Killifish', 'Killifish'], ['-', '-'], ['23', '23']]",2.0,2.0,Menona Killifish - 23
82937345,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,17985,T11,Additional Species – Obnoxious,,,,
82937346,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0010.jpg,17985,T8,Additional Species – Game,"[['[splake', 'Splake', 'Splake'], ['-', '-', '-'], ['34]', '34', '34']]",3.0,2.3333333333333335,Splake - 34
82937346,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0010.jpg,17985,T9,Additional Species – Coarse,,,,
82937346,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0010.jpg,17985,T10,Additional Species – Forage,,,,
82937346,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Alger_Irwin_FISHc_20200219115754521_0010.jpg,17985,T11,Additional Species – Obnoxious,,,,
82937347,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Chippewa_Shelldrake_FISHc_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Chippewa_Shelldrake_FISHc_019.jpg,17985,T8,Additional Species – Game,,,,
