subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.value
82937251,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Alcona_Hubbard_SUMM_Doc1179.jpg,,17771,T0,Begin Date – Month,[{'April': 3}]
82937251,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Alcona_Hubbard_SUMM_Doc1179.jpg,,17771,T1,Begin Date – Day,
82937251,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Alcona_Hubbard_SUMM_Doc1179.jpg,,17771,T2,Begin Date – Year,[{'1926': 3}]
82937251,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Alcona_Hubbard_SUMM_Doc1179.jpg,,17771,T5,End Date – Year,
82937251,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Alcona_Hubbard_SUMM_Doc1179.jpg,,17771,T3,End Date – Month,
82937251,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Alcona_Hubbard_SUMM_Doc1179.jpg,,17771,T4,End Date – Day,
82940943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_2.jpeg,17771,T0,Begin Date – Month,[{'July': 3}]
82940943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_2.jpeg,17771,T1,Begin Date – Day,[{'19': 3}]
82940943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_2.jpeg,17771,T2,Begin Date – Year,[{'1937': 3}]
82940943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_2.jpeg,17771,T5,End Date – Year,
82940943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_2.jpeg,17771,T3,End Date – Month,
82940943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_CLEAR_SUMM_0002_2.jpeg,17771,T4,End Date – Day,
82940945,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_HUBBARD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_HUBBARD_SUMM_0001_2.jpeg,17771,T0,Begin Date – Month,[{'April': 3}]
82940945,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_HUBBARD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_HUBBARD_SUMM_0001_2.jpeg,17771,T1,Begin Date – Day,
82940945,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_HUBBARD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALCONA_HUBBARD_SUMM_0001_2.jpeg,17771,T2,Begin Date – Year,[{'1926': 3}]
